id	text	class	predict_begin	predict_end	predict_span	predict_label
SMM4H2022bDZAeYqrvV9VukLE	i think the sleepiness from the gabapentin increase may be starting to wear off.....fed up with sleeping all day	ADE	12	104	sleepiness from the gabapentin increase may be starting to wear off fed up with sleeping all	10041349
SMM4H2022arTDUsL1zqih0Bpo	coming off of viibryd is really fucking hard. vivid ass crazy dreams, burning up, now getting sad. everyone stick to 20mgs for your own sake	ADE	0	140	coming off of viibryd is really fucking hard. vivid ass crazy dreams, burning up, now getting sad. everyone stick to 20mgs for your own sake	10012328
SMM4H2022F83CCv4CP3LgKQSN	taking synthroid for my thyroid disease has weight like falling off..... besides my tummy &amp; their being a baby there i feel like a skelton.💀	ADE	44	84	weight like falling off besides my tummy	10000159
SMM4H2022DrWJFF1IlqUmSnrY	no wonder they tell you to take levaquin with plenty of water.....don't mind me, just riding out the waves of intense nausea here	ADE	113	119	nausea	10066962
SMM4H2022nkBHQ8a41pJiT6uT	@USER______ i am disabled-live in pain from levaquin-some get better some do not. may 8 rally in wash dc-plea rid of cipro avelox and lev	ADE	0	137	@USER______ i am disabled-live in pain from levaquin-some get better some do not. may 8 rally in wash dc-plea rid of cipro avelox and lev	10000081
SMM4H20221TuIu34eQRJ3YS6b	@USER_______ @USER__________ @USER___________ januvia could make you hungry though. and irritable. hangry.	ADE	57	66	irritable	10022998
SMM4H20228ppGrGzmg4Ueytmd	@USER_ diclofenac gives me a serious heart burn.	ADE	36	46	heart burn	10003674
SMM4H2022csKocAvsghF3C4eE	@USER___________ @USER_________ @USER_________ gabapentin &amp; tramadol don't work for shit. make me sick. i hate them but can't get others	ADE	68	72	sick	10015549
SMM4H2022jkvII0ThwIj1dO2M	woah woah adderall makes you bald??	ADE	29	33	bald	10005775
SMM4H2022jkEqFO7xvoUS5h1T	@USER_____ negative. rimonabant does not cause reverse effects of marajuana, instead it causes extreme depression, anxiety, joint pains etc	ADE	115	120	joint	10024453
SMM4H2022PlIk4VABkjrulP1b	@USER________ I went off pristiq 2 years ago. I still get the noises when I'm tired. Effector and pristiq are hardcore and awful	ADE	53	59	noises	10067715
SMM4H2022GpXYO5QBMXCYLOQu	@USER________ some inhalers make you shaky and can increase the feeling of anxiety. my Flovent tastes like rocks.	ADE	86	92	tastes	10065708
SMM4H20220Wxa3moN4kqn2onU	can't sleep, temazepam myself into a coma, pass out for hours on end.  finally wake up, feel like shite for days.  oh, i love my life! :-/	ADE	0	138	can't sleep, temazepam myself into a coma, pass out for hours on end.  finally wake up, feel like shite for days.  oh, i love my life! :-/	10076640
SMM4H2022KZUBh6FdbIemz00n	Which could be because I took a tiny bit of Lunesta at 4 a.m. except my doctor SUGGESTED that so it shouldn't have made me extra groggy!	ADE	128	134	groggy	10027207
SMM4H2022qsfWk7Trq0RNfrl1	@USER__________ Me too. I am more or less fine on my periods then nuvaring just made me a total mess the first month. It cooled down tho.	ADE	85	89	mess	10038821
SMM4H2022hExoY7O0qx2gIiM5	@USER_________ @USER___ i did crazy shit on ambien and lunesta was trash. i've tried everything. this makes me fall asleep the best.	ADE	96	107	fall asleep	10080662
SMM4H2022S9VqlEsQAabeKLCO	"the website for lyrica says ""elimination half-life of about 6 hours"" the last time i took was at about 9pm last night leh! why still dizzy!!"	ADE	40	135	half life of about 6 hours the last time i took was at about 9pm last night leh why still dizzy	10049994
SMM4H2022eZ74IK555HGu5jS8	@USER_______ allergic to morphine, codeine &amp; tramadol. was okay on buprenorphine tablets but had to come off as block anaesthetic.	ADE	6	14	allergic	10061557
SMM4H2022ddhTxjj0zOEEFQ4G	lunesta = ready for bed. finally. -crash-	ADE	30	35	crash	10070928
SMM4H2022kV4ypKl84fuKF33q	@USER_________ it's better than some of my old meds which caused, like, mood swings and nightmares and insomnia. my vimpat (the current	ADE	66	100	swings and nightmares and insomnia	10027951
SMM4H2022HOLLHDPnGkJNMy8R	1/5 Of course I can't speak specifically to your wife's situation but in general terms: Prozac, as all SSRI anti-depressants (& probably more so, since it is the most activating) at times can increase irritability, anger and even paranoia. Those are NOT acceptable side-effects	ADE	194	206	irritability	10005052
SMM4H2022VBVEubhmwN21vKqX	oxycodone makes you have the craziest dreams.	ADE	29	44	craziest dreams	10000125
SMM4H2022ds1UT5sAblPRyi4p	@USER_______ yea the humira should definitely help, that or remicade! just let her know the shot itself doesn't hurt but the fluid burns	ADE	122	127	burns	10008422
SMM4H20220EKTo8eakljwlgjD	"when i was on lunesta it was ""better"" but woke up in a daze. don't take sleeping pills! they are horrible."	ADE	53	57	daze	10050520
SMM4H20228M0aTANkYKUtiVRi	xanax is like being drunk but in a good way what is going on right now	ADE	20	25	drunk	10016330
SMM4H202262ohrLpKVPvjTUfZ	@USER_________ @USER__ @USER_______ @USER_______ @USER________ @USER________ It hurt to breathe! Went thru 30 Darvocet in 5 days..I'm a baby	ADE	34	49	hurt to breathe	10024733
SMM4H2022k4FTFQFm2HXE7APM	okay, can't take lunesta now and get up on time so please mellow me out and get sleepy ms. xanax. gotta be able to be fun and loud tomorrow!	ADE	0	140	okay, can't take lunesta now and get up on time so please mellow me out and get sleepy ms. xanax. gotta be able to be fun and loud tomorrow!	10069576
SMM4H2022aEsfdWUB2OULXwpR	(1 temazepam makes me not sleepy but also makes me put the milk away in the freezer. trying 2 to see if it actually makes me sleep...)	ADE	26	32	sleepy	10030192
SMM4H2022YT6WEZ2jirs8UIK9	think i'm addicted to ventolin inhalers	ADE	10	39	addicted to ventolin inhalers	10024288
SMM4H2022wWHIkdLMouWDOPQ7	adderall makes me the happiest person alive...and then it wares off and turns me into a horrible person. lol night and day.	ADE	22	30	happiest	10009691
SMM4H2022kS4JdGzBxBtJ1aI2	take first pristiq tablet for weeks. immediately feel sick. :( #pleasebeworthit	ADE	48	57	feel sick	10000173
SMM4H2022npu0AXvXBW1q0ME6	@USER_____ sorry u lost ur loved one to medication related anaphylaxis. my mother was vioxx casualty. went from looking vibrant to grave:(	ADE	0	138	@USER_____ sorry u lost ur loved one to medication related anaphylaxis. my mother was vioxx casualty. went from looking vibrant to grave:(	10061428
SMM4H2022IEVmIyRJJfkmBnwB	do any of my friends who take pristiq have problems with nausea? ):	ADE	57	63	nausea	10066962
SMM4H2022AsSKCYAY7p69LZbc	@USER______ yes. she thinks she passed it at the ER when she was on morphine when we were getting our orders and scripts. it was like ungodly pain for like 6 hours. from 10am when she woke up till 4pm-ish when we left.  we were meeting daughter's boyfriend's parents by 6pm for homecoming.	ADE	134	138	pain	10000081
SMM4H2022L1kwJrRF5dDjokb5	xanax is going be y'all downfall. people are really addicted to them.	ADE	51	59	addicted	10017910
SMM4H2022KLdQdCE9p5DRgA9z	long hx ra on enbrel w op got lupus rash post 2nd prolia. pred / no prolia = resolve. restart enbrel no reoccurrence HTTPURL_______________	ADE	30	40	lupus rash	10040968
SMM4H2022joCUqkd2BbvXArml	im on an adderall high atm and im shaking and my heart is pounding fuck	ADE	49	66	heart is pounding	10003674
SMM4H20226JlIxkydySqhKNzm	@USER______ @USER__________  how is it going with tecfidera?  they want me back on it on low dose.  it seems aubagio is making my hair fall	ADE	105	117	my hair fall	10019044
SMM4H2022xXM8aIHEFIxsUpgG	@USER__________ geodon was also *very very very* hard to get on and off of. i feel asleep at my desk for weeks lol	ADE	70	76	asleep	10022035
SMM4H2022UO8moFxg6uzPs7U1	@USER_______ i was prescribed levaquin w/ prednisone 3x in 7 mos. permanent nerve &amp;tendon damage. there are hundreds of thousands of us.	ADE	67	83	nerve amp tendon	10000111
SMM4H2022bvoGWlWfhQeixhUx	i had a very bad reaction to victoza and the fever it caused sent my glucose up to 25.5 &amp; i had to go back to insulin to sort.@USER_______	ADE	45	85	fever it caused sent my glucose up to 25	10039085
SMM4H2022GCVcpArk5rm2WMeM	oh metformin i have a love/hate relationship with you. i feel like death. #pcos	ADE	61	71	like death	10003239
SMM4H2022PvXgC1bS4v7C3lej	this lyrica stuff just makes me want to eat and sleep! #fatkidprobs #hangry	ADE	37	65	to eat and sleep fatkidprobs	10061148
SMM4H2022cac1dGme7E4hYDWZ	@USER__________  just wait for the weight gain to set in.  i was on lyrica for about a year.  didn't change my routine.  gained about 30 lbs	ADE	24	123	weight gain to set in i was on lyrica for about a year didn t change my routine gained about 30 lbs	10000159
SMM4H20222QW0TuOxQZ5fLldL	don't quit viibryd cold turkey. it's a disaster of withdrawals!. #viibryd #bipolar #depression #ocd #meds #confusion #agitation #itching	ADE	6	125	quit viibryd cold turkey it s a disaster of withdrawals viibryd bipolar depression ocd meds confusion agitation itching	10028810
SMM4H2022lsgOouvsFx74JA44	@USER_______ i take metformin because i have to, and it works. but it also makes me unable to tolerate much alcohol, and that part i hate.	ADE	75	84	unable to	10056984
SMM4H2022iOF5bkiQQNS7D2WG	also tripped balls off tamiflu actually seeing and hearing shit when i woke up apparently it's common in children so i am a child	ADE	5	58	tripped balls off tamiflu actually seeing and hearing	10011891
SMM4H2022goql2STNYa49Qvvc	i listen to codeine crazy by future every time i smoke. shit makes my high crazy.	ADE	69	73	high	10000009
SMM4H20227VhxHvPnwlKtuByC	@USER__________ i was on both, effexor 1st, it stopped working 4 me &amp; changed to pristiq that worked better. finding the right dosage is key	ADE	35	50	stopped working	10003118
SMM4H20225FmCmMnu3JMGmxzx	potential side effects with symbicort are not common?!?!?!?!  no i get heart palpitations literally every time i use my inhaler	ADE	62	80	heart palpitations	10003674
SMM4H2022JvOcbZjLtoQxAP2r	taking 10mg of saphris last night was the most monumentally stupid idea ever. i didn't sleep until 4.30am and the day is a write off :(	ADE	86	91	sleep	10061613
SMM4H2022YEIu8JtpcekSt1w5	@USER______ oh a bit better! and a bit worse :/ desvenlafaxine is working for me but the mouth and stomach ulcers aren't very nice.	ADE	79	96	mouth and stomach	10057371
SMM4H2022eCrp7PilpDa6GdnY	@USER________ i tried suboxone twice... had a weird reaction to it both times. va dr sent me to clinic.	ADE	41	49	reaction	10000206
SMM4H2022gOvYvfPyGWE2dQc9	just don't sleep since increase of my nexavar dose. #cancersux	ADE	0	16	just don t sleep	10061613
SMM4H2022gXLVQaB4Cd70wXUg	probably having pregabalin withdrawal symptoms right now... i guess it wasn't a good idea to avoid taking them yesterday then -_-	ADE	27	37	withdrawal	10061621
SMM4H20227k8sYq89esZLyOcD	@USER______ i took bystolic for about 6mos but pcp took me off bc i c/o being tired all the time.. whoops	ADE	72	77	tired	10003552
SMM4H2022erAgXc6YGFSDhvjm	@USER________ @USER_____ @USER______  i  take advair to help with breathing , i think it causes hiatic hernia to kick in . i eat too spicy	ADE	78	84	hernia	10060954
SMM4H2022DIY8VN5JJa28SKi1	@USER_____ @USER______ @USER_______ @USER__________ @USER________ it is totally stupid withdrawing from temazepam has been awful &amp; i'm only	ADE	47	58	withdrawing	10040960
SMM4H2022UC8V6ZpkRRxyzZRN	@USER____ man, i remember getting darvicet and that stuff made me so loopy i couldn't take it.	ADE	64	80	loopy i couldn t	10036117
SMM4H2022uqd8QSy60ML83olu	really don't want to have to take something like lunesta or sanata because i had such a nasty time with ambien making me hallucinate and i	ADE	121	132	hallucinate	10074184
SMM4H2022kIDNrCaaPeHbIZNE	@USER_______ whoa, on the topamax?! the saphris is what causes my nighttime craziness (haha), topamax cuts off the cravings, keeps me in bed	ADE	66	75	craziness	10026990
SMM4H2022wz0DClrwKnFuWl4E	lunesta really does work but they make my mouth taste like hot buttered ass in the mornings.	ADE	42	71	mouth taste like hot buttered	10057371
SMM4H2022Nca5W72Rng6C8S7J	does anyone get headache an hour after tysabri infusion ?	ADE	16	24	headache	10043269
SMM4H2022CL5FKCVDQupcrbCV	ventolin makes me shake	ADE	18	23	shake	10024758
SMM4H2022rJWpnCJUQqQ74LNV	#bbqt i was addicted to prescription drugs, namely codeine, put on suboxone a substitute and saw that as replacing an addiction for another	ADE	12	20	addicted	10003481
SMM4H2022VnFxUlpTJYd7HbAD	ventolin injections. make the body move and tremble like jelly. weird and funny. body move and tremble like jelly	ADE	0	113	ventolin injections. make the body move and tremble like jelly. weird and funny. body move and tremble like jelly	10063935
SMM4H2022xaMFsNuuz0ijDoKl	tamiflu makes me so very nauseated. #yuck	ADE	25	34	nauseated	10033320
SMM4H202279FfO8NAy5p4vGFk	@USER_ i only had very mild side effects from viibryd (a strange floaty feeling) for a couple of days, then nothing.	ADE	63	77	floaty feeling	10000060
SMM4H2022bp8M9zf1PE9WFwfa	my metformin is giving me such bad back pain i cry	ADE	35	44	back pain	10003986
SMM4H2022rcsrf8OwcvdwdCCP	@USER________ @USER______ yes i am getting these tweets in the wrong order i think+ am on stupid gabapentin which makes me intensely thick	ADE	117	122	thick	10043951
SMM4H20221G8rZRurq8aNwJTq	@USER________ i have issues with heat exhaustion and sun stroke on enbrel now! sucks at the beach, get really sick :( so glad you dont!	ADE	100	104	sick	10015549
SMM4H20222UOFZb0CJ2xre8Qr	suboxone withdrawal is so much fun	ADE	9	19	withdrawal	10061621
SMM4H2022dtQ4HQHl4CSYsOE2	don't make plans when you have lunesta brain. you'll forget all the details	ADE	52	58	forget	10072441
SMM4H2022t3JNoLSCmlovQkKx	@USER___________ i have suffered severe reaction to infliximab after 5th one so had to stop. humira is next step in uk 😔	ADE	29	37	reaction	10000206
SMM4H20228UXNpzNZnbLqp34h	@USER_________ day 6 of suboxone detox. it's horrid. if u wanna meet the devil, come off of this drug. you've done it before u can again!	ADE	24	29	detox	10040402
SMM4H2022rURHpGT1skFGAXtd	ventolin makin me all anxious. alone in the house and lost in the world. get hype	ADE	65	70	world	10053717
SMM4H2022XxDa8PjiE0CLm98A	i started prozac a few hours ago and the only side effect i've had was some dizziness. much better than viibryd which had me puking.	ADE	76	130	dizziness much better than viibryd which had me puking	10023567
SMM4H2022uiM3xXlTRXMKdZx1	I FEEL LIKE MY EYES ARE MELTING  don't fuck w/ xanax	ADE	7	31	like my eyes are melting	10003239
SMM4H2022Kc4sWEfGqlH6JWWS	It’s so annoying, like a ‘growing pains’ feeling. I don’t have a bath and can’t take codeine, looks like I’m stuck with it for now :(	ADE	24	37	growing pains	10006202
SMM4H2022TB3Sh7B0EHwDP9Tz	dickkick/withdrawal symptom of flu shot i got last wednesday when i picked up my suboxone at the pharmacy at rite aid in milo i doubt it	ADE	9	39	withdrawal symptom of flu shot	10061621
SMM4H2022IOwZji5aahqomN9d	I dont know why but torsemide 10mg a day is a trigger for raging lately	ADE	58	64	raging	10012468
SMM4H2022KadF1lO0iP4y5UFg	my hopes &amp; dreams of my itchy legs totally fading with new synthroid dose has been crushed. back with a vengeance &amp; literally in tears.	ADE	26	36	itchy legs	10037087
SMM4H2022QTrfiDnbSItWXGCK	getting real tired of ugly bumps on my thighs from enbrel injections #arthritisprobs	ADE	27	32	bumps	10035039
SMM4H20220GdgpZr5BB7ZXgRn	@USER_________ i gained 25 pounds when i wasnt on anything. got on metformin and lost it in three months	ADE	8	24	gained 25 pounds	10053810
SMM4H20221v2dFFdomWXMPBPp	miralax is so powerful, just having it in your house will make you shit out your entire cholo	ADE	57	86	make you shit out your entire	10063935
SMM4H2022RcBYLLKg6xybApNX	@USER________ i wasnt sure if namenda helped me, but mail order messed up & i ran out 4 2 weeks & pain spiked- wasnt withdrawl pain-	ADE	0	132	@USER________ i wasnt sure if namenda helped me, but mail order messed up & i ran out 4 2 weeks & pain spiked- wasnt withdrawl pain-	10081770
SMM4H2022xVLMNOJ7CnrBJyIb	@USER_____ since vioxx killed my mother highly suggest persons who notice change in loved one, friend, anyone investigate adverse reactions.	ADE	0	140	@USER_____ since vioxx killed my mother highly suggest persons who notice change in loved one, friend, anyone investigate adverse reactions.	10018430
SMM4H2022NuHiKeSQb3K4hrOt	@USER___ ty, its nasty. they bleed for ages bcoz i'm on rivaroxaban which is like mega warfarin so don't clot easy. then they ooze 'stuff'!!	ADE	24	29	bleed	10017955
SMM4H20223WPmK5azUmmF3IfU	took saphris again. in about 20 minutes ill be out like a coma for 8-11 hours or until my dog wakes me to take him out to go potty	ADE	57	61	coma	10019744
SMM4H202285D5PmfCRhfKFFuF	@USER____ hi Siva. I'm on a very high dose of Gabapentin but still get lots of pain in my feet & I also get the burning sensation in my legs	ADE	0	140	@USER____ hi Siva. I'm on a very high dose of Gabapentin but still get lots of pain in my feet & I also get the burning sensation in my legs	10000009
SMM4H2022lG0e0rqWdeyvlyTY	i wish i hadn't taken levaquin and prednisone right before bed. #insomniacentral #stupidmedicines	ADE	63	78	insomniacentral	10070717
SMM4H2022p9WyUH4TN8anUImV	on my way to derriford hospital. having an allergic reaction to new drug. asenapine sucks.	ADE	42	59	allergic reaction	10061557
SMM4H20220SRIaBZI1vxAqt6z	oxycodone just makes me ears rumble and does like nothing else	ADE	24	35	ears rumble	10043882
SMM4H2022yFTCGo4lhEPr0YTD	not taking gabapentin tonight, see if i feel less zombie like tomorrow. nothing is worth the brain cloud and lack of coordination.	ADE	49	111	zombie like tomorrow nothing is worth the brain cloud and lack	10016322
SMM4H20225g1hSlzSxFwStrCh	"no getting itchy is just a common side effect of oxycodone   ""@USER______: @USER_________ are you allergic to any meds?”"	ADE	11	85	itchy is just a common side effect of oxycodone user user are you allergic	10037087
SMM4H2022d12iVWFlwT26ZFS2	god i'd like to go to sleep right now. but i'm still a little afraid of the visions, even though i stopped taking viibryd days ago.	ADE	75	82	visions	10067530
SMM4H2022tuUqbh7qntugSK7k	@USER__: This nebulizer makes me so aggy , i got this inhaler my mom bring me called symbicort work wonders ask your doctor, sip lean 2.	ADE	33	37	aggy	10071066
SMM4H2022Dt1uMFasyAlABbHN	@USER________ i'm on the remicade. hope humira works for you. i can't get rid of the dry skin thts my only problem so far.	ADE	75	88	dry skin thts	10013774
SMM4H2022HK709JbZF3FCGtuE	i fell asleep at like 11:00. now i'm wide awake. gabapentin is weird like that. knocks me on my ass.	ADE	77	96	knocks me on my ass	10005467
SMM4H2022OZPqxLxzU7Y38UfT	@USER_ @USER____ mine because of humira &amp; now my reactions to remicade. lovely biologics, i tip my hat to thee.	ADE	45	54	reactions	10070863
SMM4H2022rrqqRuo1mn904ZrZ	@USER______ nuvaring is seriously so easy and i haven't had any issues with it at all. the depo shot makes you gain a lot of weight.	ADE	104	124	gain a lot of weight	10000188
SMM4H2022w583d9hRvtJ6UnR7	why must lunesta make my  mouth taste all bitter eww	ADE	25	47	mouth taste all bitter	10057371
SMM4H2022vwP6iquURMjuakjE	@USER________  what have you tried? I did Lyrica and it knocked me on my ass. Gabapentin has been great.	ADE	46	66	knocked me on my ass	10063841
SMM4H2022rDpqV5fl1ukMeM2F	@USER___________ generally my bg is higher and takes longer to come down post masks on victoza vs insulin.	ADE	19	61	bg is higher and takes longer to come down	10076309
SMM4H2022YbdlOkeWqxqCwBzN	@USER______ hi there just started taking aubagio kind of feeling yucky but better than doing the daily shots lol how are u?	ADE	59	64	yucky	10064743
SMM4H2022qG0poGRSTRTI2EoM	@USER____ going in to see 'the one that decides you don't need any meds' doctor. think it's buprenorphine withdrawal. hospital warned weeks.	ADE	99	109	withdrawal	10061621
SMM4H2022oLbudXiLYPhyGpkf	Not only am I a chronic pain patient, I was an 11 year old burn survivor on Tylenol 3 for over a year.   I also spent a year getting off ambien.   Please don’t assume your staff have never been through withdrawals.	ADE	24	206	pain patient i was an 11 year old burn survivor on tylenol 3 for over a year i also spent a year getting off ambien please don t assume your staff have never been through withdrawals	10000081
SMM4H2022zjOaQNSJAnKjUkM4	@USER_____ @USER__ @USE  oxycontin addiction often leads to heroin abuse. again, supply and demand.	ADE	57	62	abuse	10001584
SMM4H2022LxBMoWvDKgmyM7bB	@USER_______ yeah, you'll suffer no matter what. i would say suboxone withdrawal is worse than methadone, but both are pretty horrible.	ADE	61	71	withdrawal	10061621
SMM4H2022pMJC4x8qL4a3nfSv	don't worry, i am just fine! apparently i am just highly allergic to tamiflu and it caused me to break out into a terrible case of hives!	ADE	129	134	hives	10002424
SMM4H2022xlSJ1tZsKT6U9GQi	you prescribe me advair and it 1) didn't relieve my symptoms and 2) gave me hallucinations. i hope you end up broke under a bridge.	ADE	74	88	hallucinations	10019079
SMM4H2022z1r6l33AK84ClXP0	@USER_______ @USER_______ One side effect of Crestor is serious muscle deterioration. Not one doctor picked up on this for over 10 years.	ADE	49	69	muscle deterioration	10010550
SMM4H2022bHXTL0Ja6HDnIFhw	I can't keep taking panadeine for it bc then I'll get addicted or build up a tolerance for it and I'm gonna need fucking morphine	ADE	54	86	addicted or build up a tolerance	10011655
SMM4H2022XUjs3ToXIUuuPnM5	i guess viibryd has a short half life, bc i feel like hell.	ADE	43	57	feel like hell	10000173
SMM4H2022g2Py8dqhsFnVBxrJ	@USER__________ i developed lupus w/remicade, was bedbound on humira and severe allergic reaction to cimzia #nomoreoptions #scary	ADE	18	23	lupus	10040968
SMM4H2022XUhovRGqoBHShyEK	this lunesta has me feeling half retarded i can't move my body right i think it's time i went to sleep	ADE	33	41	retarded	10021021
SMM4H202248K7mQEWd6l3y27p	i think advair makes my skin dry	ADE	24	32	skin dry	10042343
SMM4H2022STIxpNQKObdkKrx6	@USER__________ remicade has also made me throw up before, but humira has only made me really nauseous but no vomiting	ADE	32	91	throw up before but humira has only made me really nauseous	10062355
SMM4H2022pw3S71y0sVuk3Fhp	@USER__________ wow &amp; i thought enbrel burned.	ADE	31	37	burned	10012434
SMM4H2022kNVXhKcZYvBmOd3A	havent been able to take my neurontin because that combined with all my other meds makes me to tired #ridiculous	ADE	95	100	tired	10003552
SMM4H2022gLykMFrsQvUZ5qgA	before i claimed edge when i was a dumb kid i smoked a blunt at a party someone had added promethazine to and it caused me to get sick and vomit all night HTTPURL________________	ADE	130	144	sick and vomit	10015549
SMM4H2022AxMedOrC0zQWqua4	anyone on enbrel get a red circular rash around their injection site? i've been on it for a year or so. #help #spoonie #spoonieproblems #ra	ADE	23	40	red circular rash	10061548
SMM4H2022o6vlXnlOaSQSoG5p	also lunesta generally puts me to sleep but gives me a hangover the next morning, &amp; i don't feel more energetic than w/o sleep. 👎	ADE	55	63	hangover	10001623
SMM4H2022xkR0wLIpfKmXsAEr	@USER________ like, adderall butchered my ability to concentrate and made me angry all the time while strattera was almost perfect for me.	ADE	33	73	ability to concentrate and made me angry	10013496
SMM4H2022aJC0epwID2gLChLx	i can always tell when the etonogestrel hormone starts being released because my face starts breaking out.. #bcproblems	ADE	81	105	face starts breaking out	10064990
SMM4H2022HNpvoqKeDvkUtRWt	geodon is deff beating me 2sdsyt today im already so sleepy	ADE	53	59	sleepy	10024690
SMM4H2022MaIRsGk3o2IYDEHx	first time i've had the ventolin shakes for years. lolbronchitis.	ADE	33	39	shakes	10021789
SMM4H2022OIcJVS5Won4ppCl6	@USER______ @USER____ i think geodon really changed my brain. that's crazy (re: wellbutrin). i'm considering going back but still more no	ADE	33	49	changed my brain	10034719
SMM4H2022pBlBh44g42J4IBiv	i tell you gabapentin is making me balk! after the 24th tablet of the day my gag reflex kicks in...this sucks balls!	ADE	35	86	balk after the 24th tablet of the day my gag reflex	10081359
SMM4H2022omm2aJlpki8YOvkd	enbrel is killing my leg tonight. thanks for hitting the muscle and making me bleed so much donna #nurseprobs #arthritisprobs	ADE	10	82	killing my leg tonight thanks for hitting the muscle and making me bleed	10064990
SMM4H20228dL2tRAxC5J7F8Xo	fluticasone propionate was a bad idea. joint pain all week. happened to my mom, too. it was working, though.	ADE	38	48	joint pain	10024453
SMM4H2022cvVqdUzXp9tJFrBT	i can't sleep thanks pristiq	ADE	2	13	can t sleep	10061613
SMM4H2022ywl5AvmQK8qzGQ5D	my vision is blurred rn from tbis oxycodone	ADE	3	20	vision is blurred	10047571
SMM4H2022QjEFHmaVgNZEx3VC	omg i just an enbrel commercial. no don't take it. i take a shot ever friday it make you weak af and your immune system goes down the drain.	ADE	87	117	weak af and your immune system	10037466
SMM4H2022NQRgRjhS0Kc3g9Ll	but my hands are shaking from the overdose of ventolin	ADE	17	24	shaking	10061536
SMM4H2022BE81Rg1dPpMnmfhn	Baloney. Suboxone is very addicting and changes our bodies for the worse. There's better things for that. #KeepKratomLegal	ADE	39	57	changes our bodies	10059005
SMM4H2022ogYsWAaKyFRCEMmA	Even after taking two Tylenol�s I have a pounding left side headache fml	ADE	60	68	headache	10043269
SMM4H2022hdOhGeHV91px3YqA	i'd like to thank metformin for keeping me on the couch for a week straight. drugs sure are awesome!	ADE	43	55	on the couch	10041247
SMM4H20223OKcEbScN85usZip	@USER________ i'm trying to go off it. i'm on lamictal now and it works but i'm still addicted to geodon	ADE	77	85	addicted	10067221
SMM4H2022I7IuUfJmMMlHLBlw	is anyone else out there on latuda and have trouble sleeping?	ADE	44	60	trouble sleeping	10049848
SMM4H2022UJizeQUO7p5ZrJ1u	Oh doesn’t it just. It’s been a really rough week if I’m honest, where I’ve been ill I haven’t been keeping my tablets down I’ve been having withdrawals on top. I’ve managed to not sweat off my morphine patch at least last night  x	ADE	139	183	withdrawals on top i ve managed to not sweat	10011655
SMM4H2022n86SIrU19dd29aj8	@USER_______ Thanks for sharing, dude! Have you had issues w/nausea from Strattera? I’m in a debate b/w that and Vyvanse re: side effects	ADE	52	58	nausea	10066962
SMM4H2022XUkXOx7SmgkAjiAT	understand why my specialists told me to but big bags of mints when taking gabapentin driest mouth every and drinks don't help it 😩	ADE	86	98	driest mouth	10057371
SMM4H2022bVI9QY1vLpUEy2h2	@USER__________ darvocet worked for me, but it makes my heart beat all over the place, like a john bonham solo. 😂	ADE	42	59	my heart beat all	10003674
SMM4H20229nx8rGpVNufE1xa0	@USER__________ gabapentin and amitryptylinr made me very drowsy! propanalol made me dizzy (but i have very low blood pressure!).	ADE	48	54	drowsy	10036608
SMM4H2022NzX5g0yoTe7y8jzT	@USER__________ i'm taking varenicline &amp; it's making me feel so sick..i've tried anti sickness tablets but they don't work! any advice?!	ADE	56	60	sick	10015549
SMM4H2022UmuYACyjFNTg0E1U	metformin got my stomach hurting like shit.	ADE	17	32	stomach hurting	10000087
SMM4H202269R6LOgttCYeurBL	pregabalin has made me twitch and have little muscle spasms, it has reduced pain but i think my twitch is drawing attention	ADE	0	123	pregabalin has made me twitch and have little muscle spasms, it has reduced pain but i think my twitch is drawing attention	10028347
SMM4H2022kvWRSghsCzy7ugp4	enbrel is literally the worst part of my week. it hurts soooo bad!!! #arthritisprobs	ADE	49	79	hurts soooo bad arthritisprobs	10016322
SMM4H2022URRAvirRnI5N1dtl	@USER______ mine was sleep paralysis. i hope you're not on viibryd	ADE	15	30	sleep paralysis	10061613
SMM4H202258ZSAXcBTPVlcAgE	does anybody else take metformin and has a horrible taste in his mouth?	ADE	43	70	horrible taste in his mouth	10013911
SMM4H20221VNBEox9oQkgcGW7	i'm not allowed to take seroquel &amp; neurontin &amp; then go cook food cause i nod out like i'm on dope &amp; make a fuckin mess whoops hahaha	ADE	77	80	nod	10044302
SMM4H20228WDNxF2Azx6eQoca	@USER______ @USER______ @USER_______ @USER_________ @USER___________ @USER_____ @USER_____ i was allergic to hydrocodone, got darvocet	ADE	42	50	allergic	10061557
SMM4H20221Z76UqwZfLyRPyzU	@USER_______ yesh. i tried lunesta and ambien. ambien was a joke. lunesta made my mouth taste like battery acid	ADE	72	101	mouth taste like battery acid	10057371
SMM4H2022KLJbFODskPbJXjNN	@USER________ saphris is the one that finally knocked me into feeling stable (of course now i'm up at 3:45 am and not sleeping) #bpdchat	ADE	105	117	not sleeping	10022437
SMM4H2022EP1zjMNzSpcaaibK	@USER___________ mine are okay. i just feel a little drunk sometimes. i use to get spinny but it's better. i have trileptal and vimpat	ADE	41	76	drunk sometimes i use to get spinny	10016330
SMM4H20220oUnNG4V4ADSYxzH	i got miralax and now i have a serve headache	ADE	37	45	headache	10043269
SMM4H2022YQqnJH5iIdwJr0Dz	@USER__________ yep correct. took it for 2 years of hell, then went on infliximab , then humira and then surgery.	ADE	41	45	hell	10080326
